trk_id,str_to_translate,context,fr_FR," es_ES"," it_IT"," de_DE",LOCK
336636,"In true Axiom fashion, Kelon Elementals like to put everything to the taste.",AX_Common_KelonElemental,"Tout comme les ingénieurs Axiom, les Elémentaires de Kelon ont le goût de la découverte.","Como es costumbre en Axiom, a los elementales de kelón les encanta probarlo todo, a veces literalmente.","In perfetto stile Axiom, agli elementali di Kelon piace sperimentare con qualsiasi cosa.","In typischer Axiom-Manier probieren Kelon-Elementare gerne alles.",1
317703,Inari,MU_Common_Inari,Inari,Inari,Inari,Inari,1
317736,Intimidation,BR_Common_Intimidation,Intimidation,Intimidación,Intimidazione,Einschüchterung,1
327602,"Invoke ${tokenName}",InvokeToken,,,,,0
331634,Issun-Boshi,BR_Common_IssunBoshi,,,,,0
318121,"Jeanne d'Arc",OD_Common_JeannedArc;OD_Rare_JeannedArc,"Jeanne d'Arc","Jeanne d'Arc","Giovanna D'Arco","Jeanne d'Arc",1
318241,"Jian, Assembly Overseer",AX_Common_JianAssemblyOverseer;AX_Rare_JianAssemblyOverseer,"Jian, Superviseur d'Assemblage","Jian, supervisor de ensamblaje","Jian, Supervisore dell'Assemblaggio","Jian, Vorabeiter der Versammlung",1
318088,"Kadigiran Alchemist",YZ_Common_KadigiranAlchemist;YZ_Rare_KadigiranAlchemist,"Alchimiste du Kadigir","Alquimista del Kadigir","Alchimista Kadigiran",Kadigir-Alchemist,1
343025,"Kadigiran Mage-Dancer",LY_Rare_KadigiranMageDancer,"Mage-Danseur du Kadigir","Mago danzante kadigirano","Danzatore Mago Kadigiran",Kadigir-Zaubertänzer,1
318124,"Kakoba, Legion Commander",OD_Common_KakobaLegionCommander;OD_Rare_KakobaLegionCommander,"Kakoba, Commandant de Légion","Kakoba, comandante de la legión","Kakoba, Comandante della Legione","Kakoba, Legionskommandeur",1
336578,Kappa,BR_Common_Kappa,Kappa,Kappa,Kappa,Kappa,1
339753,"Kelon Burst",AX_Common_KelonBurst,"Décharge de Kelon","Descarga de kelón","Esplosione di Kelon",Kelon-Explosion,1
318243,"Kelon Elemental",AX_Common_KelonElemental,"Élémentaire de Kélon","Elemental de kelón","Elementale di Kelon",Kelon-Elementar,1
327585,"Kelon counter",AX_Common_BrassbugHub,,,,,0
331180,"Kelon counters",AX_Common_KelonCylinder,,,,,0
339755,"Kelonic Generator",AX_Rare_KelonicGenerator,"Générateur Kélonique","Generador kelónico","Generatore Kelonico",Kelon-Generator,1
317704,Kitsune,MU_Common_Kitsune,Kitsune,Kitsune,Kitsune,Kitsune,1
336656,"Kojo ""the rising star""",Altered,,,,,0
318219,"Kojo & Booda",BR_Common_KojoBooda,"Kojo & Booda","Kojo y Booda","Kojo e Booda","Kojo & Booda",1
318092,"Kraken's Wrath",YZ_Common_KrakensWrath,"Furie du Kraken","Ira del Kraken","Ira del Kraken","Zorn des Kraken",1
318096,"Lady of the Lake",YZ_Common_LadyoftheLake,"Dame du Lac","La Dama del Lago","Dama del Lago","Die Dame vom See",1
327517,Landmark,Altered,,,,,0
317765,Layout,Altered,,,,,0
317759,"Let ${player_name} gain ${resources_desc}",Gain,,,,,0
331639,"Let ${player_name} loose ${resources_desc}",Loose,,,,,0
343059,"Let me walk you to the door.",YZ_Common_BanishingGate,"Laissez-moi vous montrer la porte.","Permíteme que te acompañe a la puerta.","Permettimi di accompagnarti alla porta.","Ich bringe dich noch zur Tür.",1
336665,"Let your opponent take the initiative to better thwart their plans, slowly but surely.",Altered,,,,,0
343023,"Like the Bravos, Lyras are drawn to freedom and the distant horizon.",LY_Common_OuroborosTrickster;LY_Rare_OuroborosTrickster,"Tout comme les Bravos, les Lyra sont attirés par la liberté et l'horizon lointain.","Igual que los de Bravos, los de Lyra se ven atraídos por la libertad y la búsqueda de nuevos horizontes.","Come i Bravos, i Lyra sono attratti dalla libertà e dagli orizzonti distanti.","Wie die Bravos zieht es auch die Lyra in die Freiheit und an ferne Horizonte.",1
318260,Lyra,Statistics;Notifications;Stats;Altered;stats,,,,,0
318186,"Lyra Chronicler",LY_Common_LyraChronicler,"Chroniqueuse Lyra","Cronista de Lyra","Cronista Lyra",Lyra-Chronistin,1
343106,"Lyra Cloth Dancer",MU_Rare_LyraClothDancer;LY_Common_LyraClothDancer,"Danseuse d'Étoffe Lyra","Danzatelas de Lyra","Danzatrice di Tessuti Lyra",Lyra-Schleiertänzerin,1
318190,"Lyra Skald",LY_Common_LyraSkald,"Skald Lyra","Escaldo de Lyra","Skald Lyra",Lyra-Skalde,1
336702,MANA,Players,,,,,0
336688,"Maw 0/0/0",Cards,"0/0/0 Maw","Fauces 0/0/0","Fauce 0/0/0","Schlund 0/0/0",1
318158,"Meditation Training",MU_Common_MeditationTraining;MU_Rare_MeditationTraining,"Entraînement à la Méditation","Clase de meditación","Addestramento di Meditazione",Meditationstraining,1
342634,"Monolith Archivist",YZ_Rare_MonolithArchivist,"Archiviste du Monolithe","Archivista del Monolito","Archivista del Monolite",Monolith-Archivar,1
341259,"Monolith Rune-Scribe",OD_Common_MonolithRuneScribe;OD_Rare_MonolithRuneScribe,"Scribe Runique du Monolithe","Escriba de runas del Monolito","Scriba di Rune del Monolite",Monolith-Runenschreiber,1
323690,"Move expedition",MoveCard;MoveExpedition,,,,,0
317553,Muna,Statistics;Notifications;Stats;Altered;stats,,,,,0
317707,"Muna Druid",MU_Common_MunaDruid,"Druide Muna","Druida de Muna","Druido Muna",Muna-Druide,1
336680,"My Expedition can't advance during Dusk.",Cards,"Mon Expédition ne peut pas avancer au Crépuscule.","Mi expedición no puede avanzar durante el anochecer.","La mia spedizione non può avanzare durante il crepuscolo.","Am Abend kann meine Expedition nicht vorrücken.",1
343103,"Nature must be nurtured to fully express its generosity.",MU_Common_TeijaNauraa,"La nature se doit d'être nourrie pour exprimer toute sa bienveillance.","Si quieres conocer la auténtica generosidad de la naturaleza, cuídala.","La natura deve essere nutrita per poter esprimere appieno la sua generosità.","Die Natur muss gehegt und gepflegt werden, damit sie ihre Großzügigkeit voll entfalten kann.",1
336658,"Nevenka ""the unpredictable""",Altered,,,,,0
318191,"Nevenka & Blotch",LY_Common_NevenkaBlotch,"Nevenka & Blotch","Nevenka y Mancha","Nevenka e Macchia","Nevenka & Klecks",1
331197,"Next character <BOOST>",SpecialEffect,,,,,0
317691,No,Statistics;stats,,,,,0
343145,"No Brassbug would survive in the Tumult without armor.",AX_Common_FoundryArmorer,"Aucun Scarabot ne survivrait dans le Tumulte sans blindage.","Ningún bicholata sobreviviría en el Tumulto sin su blindaje.","Nessuna ottonblatta potrebbe sopravvivere al Tumulto senza armatura.","Kein Blechkäfer würde ohne Rüstung im Tumult überleben.",1
323679,"No winner is found. New tiebreaker round starts",TurnTrait,,,,,0
343122,"Not even the weight of the sky could make him buckle.",BR_Common_Atlas,"Le poids du ciel ne saurait lui faire courber l'échine.","Ni el peso del cielo le hará doblegarse.","Nemmeno il peso del cielo riuscirebbe a piegarlo.","Nicht einmal das Gewicht des Himmels konnte ihn zur Unterwerfung zwingen.",1
336606,"Nothing is created, nothing is lost, everything is transformed.",AX_Common_AxiomReprocessor,"Rien ne se perd, rien ne se crée, tout se transforme.","Nada se pierde, nada se crea, todo se transforma.","Nulla si crea, nulla si distrugge, tutto si trasforma.","Nichts wird geschaffen, nichts geht verloren, alles verwandelt sich.",1
323677,"Number of days",Statistics;stats,,,,,0
317546,"Number of turns",Statistics;stats,,,,,0
318160,Nurture,MU_Common_Nurture;MU_Rare_Nurture,Abreuver,Cuidar,Coltivare,Nähren,1
327526,"Off you go!",YZ_Common_Offyougo;LY_Rare_Offyougo,Zou !,"¡Hasta más ver!","Fuori di qui!","Ab mit dir!",1
317776,"Only ""Restart turn"" button",Altered,,,,,0
317778,"Only ""Undo last step"" button",Altered,,,,,0
343109,"Only in harmony can the world thrive.",MU_Rare_Parvati,"Ce n'est que dans l'harmonie que le monde peut prospérer.","La prosperidad del mundo depende de la armonía.","Solo nell'armonia il mondo può prosperare.","Die Welt kann nur in Harmonie gedeihen.",1
343127,"Only the bravest can enter Haven.",BR_Common_HavenBouncer,"Seuls les braves ont une place en Havre.","Solo los más valientes pueden entrar en el Refugio.","Solo i più audaci possono entrare nel Rifugio.","Nur die Tapfersten dürfen Haven betreten.",1
340303,"Open the Gates",OD_Rare_OpentheGates,"Ouvrez les Portes","Abrir las puertas","Aprire i Cancelli","Öffnet die Tore",1
318258,Ordis,Statistics;Notifications;Stats;Altered;stats,,,,,0
318128,"Ordis Carrier",OD_Common_OrdisCarrier,"Transporteur Ordis","Transporte de Ordis","Vettore Ordis",Ordis-Transporter,1
341257,"Ordis Gatekeeper",OD_Common_OrdisGatekeeper,"Gardienne Ordis","Guarda de Ordis","Guardiana Ordis",Ordis-Torwächter,1
318130,"Ordis Recruit",OD_Common_OrdisRecruit,"Recrue Ordis","Recluta de Ordis","Recluta Ordis",Ordis-Rekrut,1
336689,"Ordis Recruit 1/1/1",Cards,"1/1/1 Recrue Ordis","Recluta de Ordis 1/1/1","Recluta Ordis 1/1/1","Ordis-Rekrut 1/1/1",1
318133,"Ordis Spy",OD_Common_OrdisSpy;OD_Rare_OrdisSpy,"Espionne Ordis","Espía de Ordis","Spia Ordis",Ordis-Spion,1
318134,"Ordis Trooper",OD_Common_OrdisTrooper;OD_Rare_OrdisTrooper,"Troupière Ordis","Tropa de Ordis","Fante Ordis",Ordis-Soldatin,1
317768,Other,Altered,,,,,0
336543,"Ouroboros Croupier",LY_Common_OuroborosCroupier,"Croupière de l'Ouroboros","Crupier del Uroboros","Croupier dell'Uroboro",Ouroboros-Croupier,1
318196,"Ouroboros Trickster",LY_Common_OuroborosTrickster;LY_Rare_OuroborosTrickster,"Chapardeuse de l'Ouroboros","Timadora del Uroboros","Mistificatrice dell'Uroboro",Ouroboros-Schwindlerin,1
336548,"Paint Prison",LY_Common_PaintPrison;LY_Rare_PaintPrison,"Prison de Peinture","Prisión de pintura","Prigione di Vernice",Farben-Falle,1
341263,Parvati,MU_Rare_Parvati,Parvati,Parvati,Parvati,Parvati,1
317694,Pass,AbstractNode;Altered,,,,,0
317800,"Pass action",Game,,,,,0
336490,"Permanent - Landmark",OD_Common_OrdisCarrier;OD_Common_TheMonolithOrdisBastion;LY_Rare_TheOuroborosLyraBastion;BR_Rare_TheSpindleMunaBastion;AX_Common_AxiomReprocessor;AX_Common_BrassbugHive;AX_Common_BrassbugHub;AX_Rare_BrassbugHive;AX_Rare_KelonicGenerator;AX_Rare_TheOuroborosLyraBastion,,,,,0
317742,"Physical Training",MU_Rare_PhysicalTraining;BR_Common_PhysicalTraining;BR_Rare_PhysicalTraining,"Entraînement Physique","Entrenamiento físico","Addestramento Fisico","Körperliches Training",1
331194,"Play ${card_name}",PlayCard,,,,,0
336651,"Play a card",PlayCard,,,,,0
317766,"Player Board/Panel",Altered,,,,,0
343141,"Pushing back the Tumult sometimes prevents other Alterers from materializing their Eidolons. Regrettable, but necessary.",AX_Common_AxiomScrambler;AX_Rare_AxiomScrambler,"Repousser le Tumulte empêche parfois d'autres Altérateurs de matérialiser leurs Eidolons. Un mal nécessaire.","A veces, mantener a raya el Tumulto impide que otros Alteradores materialicen sus eidolones. Una pena, pero es necesario.","A volte frenare il Tumulto impedisce agli altri alterer di far materializzare i loro eidolon. Spiacevole, ma necessario.","Das Eindämmen des Tumults hindert andere Alterer gelegentlich daran, ihre Eidolons zu materialisieren. Bedauerlich, aber notwendig.",1
336649,"Put ${n} to mana",DrawMana,,,,,0
336691,"Put the top card of your deck in Reserve.",Cards,"Mettez la première carte de votre deck en Réserve.","Pon la primera carta de tu mazo en la reserva.","Metti la prima carta del tuo mazzo nella Riserva.","Lege die oberste Karte deines Decks in die Reserve.",1
318222,Ratatoskr,OD_Rare_Ratatoskr;BR_Common_Ratatoskr;BR_Rare_Ratatoskr,Ratatosk,Ratatoskr,Ratatoskr,Ratatoskr,1
320911,Reserve,Altered,,,,,0
317782,"Restart turn",Altered,,,,,0
317775,"Restart turn buttons",Altered,,,,,0
336690,Resupply,Cards,Ravitailler,Reabastecer,Rifornisci,Nachschub,1
331195,"Resupply ${n}",Resupply,,,,,0
320423,"Roll ${n} die",RollDie,,,,,0
336515,"Roll a die. Target Character gains X boosts$[BB], where X is the result.",LY_Common_AllIn,"Lancez un dé. Le Personnage ciblé gagne X boosts$[BB], X étant le résultat.","Tira un dado. Un personaje objetivo gana X potenciadores$[BB], donde X equivale al resultado.","Lancia un dado. Il personaggio bersaglio ottiene X rinforzi$[BB], dove X è il risultato.","Würfle einmal. Ein Charakter deiner Wahl erhält X Verstärkungen$[BB], wobei X das Endergebnis ist.",1
336692,Sabotage,Cards,Saboter,Sabotear,Sabota,Sabotage,1
341676,"Sacrifice ${card}",Discard,,,,,0
318100,Sakarabru,YZ_Common_Sakarabru;YZ_Rare_Sakarabru,Sakarabru,Sakarabru,Sakarabru,Sakarabru,1
336694,Seasoned,Cards,Aguerri,Avezado,Temprato,Erfahren,1
336668,"Selected cards will join your mana pool",Altered,,,,,0
336685,"Send me to Discard instead of Reserve after my effect resolves.",Cards,"Envoyez-moi à la Défausse à la place de la Réserve après que mon effet se résolve.","Una vez resuelto mi efecto, envíame a la pila de descartes en lugar de a la reserva.","Mandami negli Scarti invece che nella Riserva dopo che il mio effetto si risolve.","Lege mich auf die Ablage statt in die Reserve, nachdem mein Effekt abgeklungen ist.",1
336474,"Send to Reserve target Character with Hand Cost {3} or less.",YZ_Common_Offyougo;LY_Rare_Offyougo,"Envoyez en Réserve le Personnage ciblé de Coût de Main {3} ou moins.","Envía a tu reserva un personaje objetivo con coste desde la mano de {3} o menos.","Manda un personaggio bersaglio con costo dalla mano pari o inferiore a {3} nella Riserva.","Schicke einen Charakter deiner Wahl mit Handkosten {3} oder weniger in die Reserve.",1
317795,Settings,Altered,,,,,0
343067,"She won't read the future in the stars, she'll change it herself.",YZ_Common_YzmirStargazer,"Elle ne lira pas l'avenir dans les étoiles, elle changera elle-même sa destinée.","No lee el futuro en las estrellas: elige cuál será.","Non leggerà il futuro nelle stelle; lo cambierà lei stessa.","Sie wird die Zukunft nicht in den Sternen lesen – sie wird sie persönlich verändern.",1
343074,"She'll be followed long after she's gone.",OD_Common_JeannedArc;OD_Rare_JeannedArc,"Elle continuera d'inspirer les foules bien après son départ.","La seguirán mucho después de que se haya marchado.","Continuerà a essere di ispirazione per molto tempo dopo la sua morte.","Man wird ihr noch lange, nachdem sie von uns gegangen ist, folgen.",1
336589,Shenlong,BR_Rare_Shenlong,Shenlong,Shenlong,Shenlong,Shenlong,1
317796,"Show cards",Cards,,,,,0
336654,"Sierra ""the renowned engineer""",Altered,,,,,0
318248,"Sierra & Oddball",AX_Common_SierraOddball,"Sierra & Oddball","Sierra y Estrambot","Sierra e Strambo","Sierra & Botball",1
336662,"Sigismar ""the commander""",Altered,,,,,0
318137,"Sigismar & Wingspan",OD_Common_SigismarWingspan,"Sigismar & Wingspan","Sigismar y Alasregias","Sigismar e Alagrande","Sigismar & Spannweit",1
317712,"Sneezer Shroom",MU_Common_SneezerShroom;MU_Rare_SneezerShroom,"Champignon Éternueur","Hongo achís","Funghetto dello Starnuto",Niespilz,1
343066,"So far behind, and still so much to learn!",YZ_Common_StudiousDisciple,"En retard, et encore tant de choses à apprendre !","¡Lo que me queda por aprender y lo atrasado que voy!","Così indietro e con così tanto ancora da imparare!","So weit zurück, und noch so viel zu lernen!",1
343084,"Some lessons stick better than others.",OD_Common_StickyNoteSeals,"Certaines leçons collent plus à la peau que d'autres.","Una lección de la que es difícil olvidarse.","Alcune lezioni rimangono più impresse di altre.","Manche Lektionen bleiben besser im Gedächtnis haften als andere.",1
343102,"Some say the harvesters are the caretakers of the world-trees.",MU_Common_SpindleHarvesters,"Certains disent que les vendangeurs sont les jardiniers des arbres-mondes.","Hay quienes dicen que los cosechadores son los cuidadores de los árboles del mundo.","Qualcuno dice che i mietitori sono i custodi degli alberi del mondo.","Manche behaupten, die Spindelsammler seien die Hüter der Weltenbäume.",1
317792,Spell,Altered,,,,,0
336504,"Spell - Boon",MU_Common_MeditationTraining;MU_Common_Nurture;MU_Rare_MeditationTraining;MU_Rare_Nurture;MU_Rare_PhysicalTraining;LY_Common_AllIn;BR_Common_PhysicalTraining;BR_Rare_PhysicalTraining,"Sort - Bénédiction","Hechizo - Ayuda","Magia - Vantaggio","Zauber - Segen",1
336472,"Spell - Disruption",YZ_Common_BanishingGate;YZ_Common_KrakensWrath;YZ_Common_Offyougo;YZ_Common_SpyCraft;YZ_Rare_BeautySleep;OD_Common_StickyNoteSeals;MU_Common_BeautySleep;LY_Common_PaintPrison;LY_Rare_Offyougo;LY_Rare_PaintPrison;BR_Common_Intimidation;AX_Common_KelonBurst,"Sort - Interférence","Hechizo - Disrupción","Magia - Impedimento","Zauber - Unterbrechung",1
336483,"Spell - Maneuver",OD_Common_Charge;OD_Rare_OpentheGates,"Sort - Manœuvre","Hechizo - Maniobra","Magia - Stratagemma","Zauber - Manöver",1
317761,"Spell cleanup",SpellCleanup,,,,,0
318162,"Spindle Harvesters",MU_Common_SpindleHarvesters,"Vendangeurs du Fuseau","Cosechadores del Balaustre","Mietitori del Fuso",Spindelsammler,1
318103,"Spy Craft",YZ_Common_SpyCraft,Espionnage,Espionaje,"Abilità da Spia",Spionage,1
341683,"Starter decks",Gameoptions;gameoptions,,,,,0
339736,"Sticky Note Seals",OD_Common_StickyNoteSeals,"Sceaux Adhésifs","Sellos adhesivos","Sigilli di Note Adesive",Haftnotiz-Siegel,1
343080,"Stirred, but not shaken.",OD_Common_OrdisSpy;OD_Rare_OrdisSpy,"L'espionne qui ne vous aimait pas.","Agitado, no mezclado.","Agitato, non mescolato.","Gerührt, aber nicht geschüttelt.",1
327530,"Studious Disciple",YZ_Common_StudiousDisciple,"Disciple Studieux","Discípulo estudioso","Discepolo Studioso","Eifriger Schüler",1
336657,"Summon your firecat Companion to seize the advantage without delay, for only the brave make history!",Altered,,,,,0
327512,"Sun Wukong",BR_Common_SunWukong;BR_Rare_SunWukong,"Sun Wukong","Sun Wukong","Sun Wukong","Sun Wukong",1
323691,"Support ability",Altered,,,,,0
336663,"Take the reins of the Ordis Legion and secure victory through sheer numbers!",Altered,,,,,0
336550,Tanuki,LY_Common_Tanuki;LY_Rare_Tanuki,Tanuki,Tanuki,Tanuki,Tanuki,1
324036,"Target ${n} card(s) to ${effect_desc}",Target,,,,,0
324030,"Target ${n} character(s) to ${effect_desc}",Target,,,,,0
324033,"Target ${n} permanent(s) to ${effect_desc}",Target,,,,,0
336554,"Target Character gains $[ASLEEP].",LY_Common_TwinkleTwinkle,,,,,0
336585,"Target Character gains 3 boosts$[BB].",MU_Rare_PhysicalTraining;BR_Common_PhysicalTraining,"Le Personnage ciblé gagne 3 boosts$[BB].","Un personaje objetivo gana 3 potenciadores$[BB].","Il personaggio bersaglio ottiene 3 rinforzi$[BB].","Ein Charakter deiner Wahl erhält 3 Verstärkungen$[BB].",1
340310,"Target Character gains 3 boosts$[BB].  #Draw a card.#",BR_Rare_PhysicalTraining,"Le Personnage ciblé gagne 3 boosts$[BB].  #Piochez une carte.#","Un personaje objetivo gana 3 potenciadores$[BB]. #Roba 1 carta.#","Il personaggio bersaglio ottiene 3 rinforzi$[BB].  #Pesca una carta.#","Ein Charakter deiner Wahl erhält 3 Verstärkungen$[BB].  #Ziehe eine Karte.#",1
343068,"Target Character gains [ASLEEP]. (During Dusk, ignore its statistics. During Rest, it doesn't go to Reserve and it loses Asleep.)",YZ_Rare_BeautySleep;MU_Common_BeautySleep,"Le Personnage ciblé gagne [ASLEEP]. (Au Crépuscule, ignorez ses statistiques. Au Repos, il ne va pas en Réserve et il perd Endormi.)","Un personaje objetivo gana [ASLEEP]. (Durante el anochecer, ignora sus estadísticas. Durante el descanso, no va a la reserva y pierde sueño).","Il personaggio bersaglio ottiene [ASLEEP]. (Durante il crepuscolo, ignora le sue statistiche. Durante il riposo, non va nella Riserva e perde Dormiente.)","Ein Charakter deiner Wahl erhält [ASLEEP]. (Am Abend ignoriere seine Statistiken. Während der Ruhepause geht er nicht in Reserve und verliert Schlafend.)",1
336630,"Target Character switches Expeditions. (It leaves its Expedition and joins its controller's other Expedition.)",AX_Common_Hooked,"Le Personnage ciblé échange d'Expédition. (Il quitte son Expédition et rejoint l'autre Expédition de son contrôleur.)","Un personaje objetivo se traslada de expedición. (Abandona su expedición y se incorpora a la otra expedición de su controlador).","Il personaggio bersaglio cambia spedizione. (Lascia la sua spedizione e si unisce all'altra spedizione del suo controllore.)","Ein Charakter deiner Wahl wechselt Expeditionen. (Er verlässt seine Expedition und schließt sich der anderen Expedition des kontrollierenden Spielers an.)",1
343097,"Target Character with Hand Cost {3} or less gains [ANCHORED]. (During Rest, it doesn't go to Reserve and it loses Anchored.)",MU_Common_MeditationTraining;MU_Rare_MeditationTraining,"Le Personnage ciblé de Coût de Main {3} ou moins gagne [ANCHORED]. (Au Repos, il ne va pas en Réserve et il perd Ancré.)","Un personaje objetivo con coste desde la mano de {3} o menos gana [ANCHORED]. (Durante el descanso, no va a tu reserva y pierde anclaje).","Il personaggio bersaglio con costo dalla mano pari o inferiore a {3} ottiene [ANCHORED]. (Durante il riposo, non va nella Riserva e perde Ancorato.)","Ein Charakter deiner Wahl mit Handkosten {3} oder weniger erhält [ANCHORED]. (Während der Ruhepause geht er nicht in Reserve und verliert Verankert.)",1
324034,"Target up to ${n} card(s) (of max hand cost of ${totalCost}) to ${effect_desc}",Target,,,,,0
324035,"Target up to ${n} card(s) to ${effect_desc}",Target,,,,,0
324028,"Target up to ${n} character(s) (of max hand cost of ${totalCost}) to ${effect_desc}",Target,,,,,0
324029,"Target up to ${n} character(s) to ${effect_desc}",Target,,,,,0
324031,"Target up to ${n} permanent(s) (of max hand cost of ${totalCost}) to ${effect_desc}",Target,,,,,0
324032,"Target up to ${n} permanent(s) to ${effect_desc}",Target,,,,,0
336660,"Teija ""the druidess""",Altered,,,,,0
318163,"Teija & Nauraa",MU_Common_TeijaNauraa,"Teija & Nauraa","Teija y Nauraa","Teija e Nauraa","Teija & Nauraa",1
343079,"The Aegis Sentinel opened the door and stepped aside to let her through, acknowledging her with a nod as she passed.",OD_Common_OrdisGatekeeper,"La Sentinelle de l’Aegis ouvrit la porte et fit un pas de côté pour la laisser passer, la saluant d’un hochement de tête.","El centinela de la Égida abrió la puerta y se echó a un lado para dejarla pasar, asintiendo mientras ella cruzaba el umbral.","La sentinella dell'Aegis aprì la porta e si fece da parte per farla passare, salutandola con un cenno del capo al suo passaggio.","Der Aegis-Wächter öffnete das Tor und trat zur Seite, um sie durchzulassen. Dabei begrüßte er sie mit einem Nicken.",1
343140,"The Axiom's limited resources pushed them to reuse whatever they could.",AX_Common_AxiomSalvager,"Les ressources limitées ont toujours poussé les Axiom à recycler ce qui pouvait l'être.","Los recursos limitados de Axiom los motivan a reutilizar todo lo que puedan.","Vista la scarsità di risorse, gli Axiom hanno imparato a riutilizzare tutto ciò che potevano.","Die begrenzten Ressourcen der Axiom zwangen sie dazu, so viel wie möglich wiederzuverwenden.",1
343030,"The Expeditionary Corps' mobile outpost soars high, like a spinning wheel weaving the wind. ",LY_Rare_TheOuroborosLyraBastion;AX_Rare_TheOuroborosLyraBastion,"L'avant-poste mobile des Corps expéditionnaires s'élève haut, tel un rouet tissant le vent.","El puesto móvil del cuerpo de exploración se alza en las alturas como la rueda de una rueca tejiendo el viento.","L'avamposto mobile dei Corpi di spedizione svetta in alto, come un filatoio che tesse il vento. ","Der mobile Außenposten des Expeditionstrupps schwebt hoch in den Lüften wie ein Spinnrad, das den Wind webt. ",1
341684,"The Monolith, Ordis Bastion",OD_Common_TheMonolithOrdisBastion,"Le Monolithe, Bastion Ordis","El Monolito, bastión de Ordis","Il Monolite, Bastione Ordis","Der Monolith, Ordis-Bastion",1
343076,"The Ordis manifest their Alteration through the use of glyphs of power.",OD_Common_MonolithRuneScribe;OD_Rare_MonolithRuneScribe,"C'est une bonne situation, Scribe ?","Los de Ordis manifiestan su alteración mediante glifos de poder.","Gli Ordis manifestano la loro alterazione attraverso l'uso di glifi di potere.","Die Ordis manifestieren ihre Alteration durch die Verwendung von Glyphen der Macht.",1
341672,"The Ouroboros, Lyra Bastion",LY_Rare_TheOuroborosLyraBastion;AX_Rare_TheOuroborosLyraBastion,"L'Ouroboros, Bastion Lyra","El Uroboros, bastión de Lyra","L'Uroboro, Bastione Lyra","Der Ouroboros, Lyra-Bastion",1
328053,"The Spindle, Muna Bastion",BR_Rare_TheSpindleMunaBastion,"Le Fuseau, Bastion Muna","El Balaustre, bastión de Muna","Il Fuso, Bastione Muna","Die Spindel, Muna-Bastion",1
343094,"The children of Yggdrasil now take care of the world trees.",MU_Common_DaughterofYggdrasil,"Les enfants d'Yggdrasil prennent désormais soin des arbres-mondes.","Ahora, los vástagos de Yggdrasil cuidan de los árboles del mundo.","I figli di Yggdrasil ora si prendono cura degli alberi del mondo.","Die Kinder des Yggdrasils kümmern sich nun um die Bäume der Welt.",1
336509,"The first Character you play each Afternoon gains 1 boost$[BB].",MU_Common_TeijaNauraa,"Le premier Personnage que vous jouez chaque Après-midi gagne 1 boost$[BB].","El primer personaje que juegues cada tarde gana 1 potenciador$[BB].","Il primo personaggio che giochi ogni pomeriggio ottiene 1 rinforzo$[BB].","Der erste Charakter, den du jeden Nachmittag spielst, erhält 1 Verstärkung$[BB].",1
343078,"The flow of Ordis Recruits seems to go on forever.",OD_Common_OrdisCarrier,"Le flot des recrues Ordis ne semble pas vouloir se tarir.","Parece que el río de reclutas Ordis es inagotable.","La processione di reclute Ordis sembra non finire mai.","Der Strom an Ordis-Rekruten scheint nicht abzureißen.",1
343075,"The general who became a scholar; the scholar who became a senator.",OD_Common_KakobaLegionCommander;OD_Rare_KakobaLegionCommander,"Le général devenu érudit ; l'érudit devenu sénateur.","El general que se convirtió en erudito, el erudito que se convirtió en senador.","Il generale che divenne uno studioso; lo studioso che divenne un senatore.","Der General, der zum Gelehrten wurde; der Gelehrte, der zum Senator wurde.",1
343120,"The house never loses.",LY_Common_OuroborosCroupier,"La banque ne perd jamais.","La casa nunca pierde.","Il banco non perde mai.","Das Haus gewinnt immer.",1
317756,"The opponent draws ${n} card(s)",Draw,,,,,0
343022,"The roaring waves crashed down over the charging armies, and countless soldiers vanished beneath the raging waters.",YZ_Common_KrakensWrath,"Les vagues rugissantes se brisèrent sur les armées qui chargeaient, et d'innombrables soldats disparurent sous les eaux en furie.","Las olas aplastaron con fuerza al ejército en mitad de su carga, y un sinnúmero de soldados se perdieron en las profundidades del mar embravecido.","Le onde ruggenti si infransero sugli eserciti alla carica e innumerevoli soldati svanirono sotto le acque impetuose.","Die tosenden Wellen brachen über die angreifenden Armeen herein, und unzählige Soldaten verschwanden in den brausenden Fluten.",1
343130,"The terrible beast shrank and cowered before the might of the Bravos.",BR_Common_Intimidation,"La terrible bête se recroquevilla en tremblant devant la force des Bravos.","La terrible bestia se achantó y tembló ante el poder de los de Bravos.","L'orribile bestia si contrasse e indietreggiò di fronte alla potenza dei Bravos.","Die schreckliche Bestie wich zurück und beugte sich der Macht der Bravos.",1
340256,"The tiebreaker is triggered as heroes reached their companions at the same time",Players,,,,,0
343112,"There's a time to be cautious, and a time to bet it all!",LY_Common_AllIn,"Il y a des moments où la prudence est de mise, et d'autres pour de l'imprudence dans la mise !","Hay momentos para ser prudentes, ¡y momentos para jugárselo todo!","C'è un momento per essere cauti e un momento per scommettere tutto!","Es gibt eine Zeit der Vorsicht – und eine Zeit, in der man aufs Ganze gehen muss!",1
